Id,Weekly_Sales
4_85_2013-02-01,2477.7446
4_85_2013-02-08,2581.4877
4_85_2013-02-15,2625.9517
4_85_2013-02-22,2278.71595
4_85_2013-03-01,2530.8872
4_85_2013-03-08,2475.30105
4_85_2013-03-15,2502.87305
4_85_2013-03-22,2393.49185
4_85_2013-03-29,2243.1353
4_85_2013-04-05,2537.1539
4_85_2013-04-12,2138.2035
4_85_2013-04-19,2560.20635
4_85_2013-04-26,2564.13645
4_85_2013-05-03,2488.4656
4_85_2013-05-10,2538.5141
4_85_2013-05-17,2479.8873
4_85_2013-05-24,2571.9445
4_85_2013-05-31,2699.064
4_85_2013-06-07,2784.06465
4_85_2013-06-14,2759.54065
4_85_2013-06-21,2607.53315
4_85_2013-06-28,2656.9586
4_85_2013-07-05,2809.03375
4_85_2013-07-12,2770.6622
4_85_2013-07-19,2730.1009
4_85_2013-07-26,2751.36825
4_87_2012-11-02,14958.43775
4_87_2012-11-09,16826.89275
4_87_2012-11-16,15578.86835
4_87_2012-11-23,14473.13205
4_87_2012-11-30,14911.27345
4_87_2012-12-07,14770.97875
4_87_2012-12-14,14415.4919
4_87_2012-12-21,15697.82465
4_87_2012-12-28,13529.12335
4_87_2013-01-04,13470.37275
4_87_2013-01-11,13893.2052
4_87_2013-01-18,14469.95525
4_87_2013-01-25,13748.45145
4_87_2013-02-01,18028.78035
4_87_2013-02-08,19082.4318
4_87_2013-02-15,17792.34255
4_87_2013-02-22,16591.72595
4_87_2013-03-01,16948.2893
4_87_2013-03-08,17563.3943
4_87_2013-03-15,16409.49635
4_87_2013-03-22,16621.8295
4_87_2013-03-29,16572.9436
4_87_2013-04-05,16272.9017
4_87_2013-04-12,17095.83615
4_87_2013-04-19,15966.3075
4_87_2013-04-26,15717.29255
4_87_2013-05-03,16819.6961
4_87_2013-05-10,16593.38425
4_87_2013-05-17,17410.79675
4_87_2013-05-24,17279.5354
4_87_2013-05-31,16553.69255
4_87_2013-06-07,16797.2224
4_87_2013-06-14,17039.4639
4_87_2013-06-21,16564.61245
4_87_2013-06-28,17232.3392
4_87_2013-07-05,16607.07425
4_87_2013-07-12,16558.949
4_87_2013-07-19,16620.62455
4_87_2013-07-26,16511.2326
4_90_2012-11-02,96562.39695
4_90_2012-11-09,98252.56405
4_90_2012-11-16,103046.0383
4_90_2012-11-23,114126.35115
4_90_2012-11-30,97153.60885
4_90_2012-12-07,98776.42375
4_90_2012-12-14,97572.1469
4_90_2012-12-21,113929.89595
4_90_2012-12-28,87804.65665
4_90_2013-01-04,97582.564
4_90_2013-01-11,98133.90055
4_90_2013-01-18,97925.16875
4_90_2013-01-25,93706.21805
4_90_2013-02-01,96439.6853
4_90_2013-02-08,98780.57855
4_90_2013-02-15,97799.683
4_90_2013-02-22,96488.96505
4_90_2013-03-01,94441.1311
4_90_2013-03-08,95329.59535
4_90_2013-03-15,95135.03805
4_90_2013-03-22,94886.2522
4_90_2013-03-29,97697.33195
4_90_2013-04-05,94998.06925
4_90_2013-04-12,95628.3373
4_90_2013-04-19,93415.6977
4_90_2013-04-26,95676.84565
4_90_2013-05-03,95459.4157
4_90_2013-05-10,94935.253
4_90_2013-05-17,93496.4983
4_90_2013-05-24,91255.3815
4_90_2013-05-31,90253.90535
4_90_2013-06-07,92463.24145
4_90_2013-06-14,91705.8529
4_90_2013-06-21,91854.07445
4_90_2013-06-28,92407.07575
4_90_2013-07-05,90968.79665
4_90_2013-07-12,91908.8468
4_90_2013-07-19,89662.52675
4_90_2013-07-26,91224.8323
4_91_2012-11-02,72009.0896
4_91_2012-11-09,68548.1342
4_91_2012-11-16,70321.9462
4_91_2012-11-23,68042.80755
4_91_2012-11-30,63851.90495
4_91_2012-12-07,66565.65805
4_91_2012-12-14,66649.3564
4_91_2012-12-21,69859.87815
4_91_2012-12-28,56856.0126
4_91_2013-01-04,68596.28355
4_91_2013-01-11,70965.0114
4_91_2013-01-18,70752.2554
4_91_2013-01-25,69824.5833
4_91_2013-02-01,72082.693
4_91_2013-02-08,75644.8721
4_91_2013-02-15,72016.15715
4_91_2013-02-22,70542.4868
4_91_2013-03-01,70466.2378
4_91_2013-03-08,70547.2073
4_91_2013-03-15,69601.0507
4_91_2013-03-22,69465.19835
4_91_2013-03-29,68562.4411
4_91_2013-04-05,69254.19065
4_91_2013-04-12,69475.9723
4_91_2013-04-19,68593.81615
4_91_2013-04-26,69808.1325
4_91_2013-05-03,69650.09285
4_91_2013-05-10,69271.8599
4_91_2013-05-17,70804.25925
4_91_2013-05-24,66753.9416
4_91_2013-05-31,67175.05435
4_91_2013-06-07,69576.9811
4_91_2013-06-14,69922.66165
4_91_2013-06-21,67207.0288
4_91_2013-06-28,69520.72545
4_91_2013-07-05,68284.4552
4_91_2013-07-12,68557.8183
4_91_2013-07-19,67170.26445
4_91_2013-07-26,69358.3188
4_92_2012-11-02,174887.16555
4_92_2012-11-09,175944.7732
4_92_2012-11-16,196572.58855
4_92_2012-11-23,222188.9406
4_92_2012-11-30,175421.15115
4_92_2012-12-07,179183.8475
4_92_2012-12-14,186860.3895
4_92_2012-12-21,221432.36365
4_92_2012-12-28,152338.91255
4_92_2013-01-04,179507.3215
4_92_2013-01-11,182860.99155
4_92_2013-01-18,178638.57315
4_92_2013-01-25,172309.56005
4_92_2013-02-01,174865.2267
4_92_2013-02-08,179102.14065
4_92_2013-02-15,175906.12745
4_92_2013-02-22,174380.9466
4_92_2013-03-01,171723.73205
4_92_2013-03-08,173717.3595
4_92_2013-03-15,174769.88995
4_92_2013-03-22,173409.10435
4_92_2013-03-29,178435.17935
4_92_2013-04-05,174924.387
4_92_2013-04-12,174007.72
4_92_2013-04-19,168809.5034
4_92_2013-04-26,174393.00725
4_92_2013-05-03,171500.5874
4_92_2013-05-10,171038.38165
4_92_2013-05-17,171087.80695
4_92_2013-05-24,166415.84905
4_92_2013-05-31,163980.09855
4_92_2013-06-07,167846.03475
4_92_2013-06-14,168668.6052
4_92_2013-06-21,165599.8519
4_92_2013-06-28,169214.1994
4_92_2013-07-05,165203.78715
4_92_2013-07-12,167471.58715
4_92_2013-07-19,164084.93785
4_92_2013-07-26,166468.1694
4_93_2012-11-02,72914.5138
4_93_2012-11-09,75759.43705
4_93_2012-11-16,85603.19055
4_93_2012-11-23,92193.1711
4_93_2012-11-30,70338.2157
4_93_2012-12-07,72828.1275
4_93_2012-12-14,73499.40835
4_93_2012-12-21,85004.1597
4_93_2012-12-28,61447.0766
4_93_2013-01-04,72754.0258
4_93_2013-01-11,73493.1251
4_93_2013-01-18,72327.13355
4_93_2013-01-25,69853.55655
4_93_2013-02-01,72309.7334
4_93_2013-02-08,74634.26955
4_93_2013-02-15,72795.7305
4_93_2013-02-22,72683.2881
4_93_2013-03-01,71270.642
4_93_2013-03-08,72543.35205
4_93_2013-03-15,73720.59855
4_93_2013-03-22,74007.6913
4_93_2013-03-29,76012.80225
4_93_2013-04-05,74374.7302
4_93_2013-04-12,74659.7348
4_93_2013-04-19,73274.93495
4_93_2013-04-26,75261.98035
4_93_2013-05-03,75040.2254
4_93_2013-05-10,75530.92045
4_93_2013-05-17,75186.05885
4_93_2013-05-24,74036.4218
4_93_2013-05-31,73442.51305
4_93_2013-06-07,75108.3478
4_93_2013-06-14,74824.6004
4_93_2013-06-21,74869.018
4_93_2013-06-28,75441.6989
4_93_2013-07-05,72889.3193
4_93_2013-07-12,74748.80835
4_93_2013-07-19,72504.6082
4_93_2013-07-26,72308.2916
4_94_2012-11-02,72150.50315
4_94_2012-11-09,70272.9663
4_94_2012-11-16,67181.89575
4_94_2012-11-23,72027.2297
4_94_2012-11-30,64109.32595
4_94_2012-12-07,61604.1201
4_94_2012-12-14,63371.19055
4_94_2012-12-21,72160.8335
4_94_2012-12-28,56478.108
4_94_2013-01-04,68598.26415
4_94_2013-01-11,67975.991
4_94_2013-01-18,70086.10165
4_94_2013-01-25,69516.9066
4_94_2013-02-01,69420.7517
4_94_2013-02-08,71716.1781
4_94_2013-02-15,84044.6778
4_94_2013-02-22,71185.1985
4_94_2013-03-01,71257.00715
4_94_2013-03-08,72318.03045
4_94_2013-03-15,74471.6438
4_94_2013-03-22,76161.40295
4_94_2013-03-29,73048.81855
4_94_2013-04-05,75733.1446
4_94_2013-04-12,75240.9196
4_94_2013-04-19,74997.78735
4_94_2013-04-26,74118.5448
4_94_2013-05-03,76732.8158
4_94_2013-05-10,77449.51515
4_94_2013-05-17,77347.1781
4_94_2013-05-24,77474.67005
4_94_2013-05-31,75901.17385
4_94_2013-06-07,76986.5725
4_94_2013-06-14,78333.27795
4_94_2013-06-21,76228.7642
4_94_2013-06-28,79353.2809
4_94_2013-07-05,76054.33735
4_94_2013-07-12,77579.68225
4_94_2013-07-19,76094.2536
4_94_2013-07-26,73814.31485
4_95_2012-11-02,151393.90925
4_95_2012-11-09,152535.50725
4_95_2012-11-16,149854.8093
4_95_2012-11-23,144664.53315
4_95_2012-11-30,141053.3528
4_95_2012-12-07,143343.42275
4_95_2012-12-14,145200.06945
4_95_2012-12-21,152974.41935
4_95_2012-12-28,122624.1878
4_95_2013-01-04,140656.62945
4_95_2013-01-11,140621.4137
4_95_2013-01-18,148093.55525
4_95_2013-01-25,147090.8071
4_95_2013-02-01,153291.73995
4_95_2013-02-08,152977.6379
4_95_2013-02-15,150338.9135
4_95_2013-02-22,153075.08455
4_95_2013-03-01,153519.9248
4_95_2013-03-08,156324.35
4_95_2013-03-15,156176.75655
4_95_2013-03-22,156622.59135
4_95_2013-03-29,152748.83125
4_95_2013-04-05,154220.8683
4_95_2013-04-12,155809.6518
4_95_2013-04-19,156461.30785
4_95_2013-04-26,154557.53435
4_95_2013-05-03,157888.1303
4_95_2013-05-10,159732.70285
4_95_2013-05-17,164185.86125
4_95_2013-05-24,165151.8197
4_95_2013-05-31,164742.23755
4_95_2013-06-07,167308.3153
4_95_2013-06-14,167880.73815
4_95_2013-06-21,166078.08645
4_95_2013-06-28,169529.53175
4_95_2013-07-05,166001.3824
4_95_2013-07-12,166836.1771
4_95_2013-07-19,162098.50775
4_95_2013-07-26,162003.93215
4_96_2012-11-02,39809.01845
4_96_2012-11-09,42215.3612
4_96_2012-11-16,39566.01255
4_96_2012-11-23,52394.448
4_96_2012-11-30,38108.44405
4_96_2012-12-07,38295.35465
4_96_2012-12-14,39683.32615
4_96_2012-12-21,56376.64365
4_96_2012-12-28,47646.0043
4_96_2013-01-04,43420.8616
4_96_2013-01-11,37378.3956
4_96_2013-01-18,40309.43455
4_96_2013-01-25,40024.94915
4_96_2013-02-01,42044.08645
4_96_2013-02-08,42849.9649
4_96_2013-02-15,40870.6131
4_96_2013-02-22,40385.86595
4_96_2013-03-01,39693.43245
4_96_2013-03-08,40856.5638
4_96_2013-03-15,40831.55605
4_96_2013-03-22,42120.9949
4_96_2013-03-29,40690.37415
4_96_2013-04-05,41795.74745
4_96_2013-04-12,43813.6961
4_96_2013-04-19,43742.1577
4_96_2013-04-26,41878.46445
4_96_2013-05-03,45861.3389
4_96_2013-05-10,44839.4451
4_96_2013-05-17,45247.34825
4_96_2013-05-24,46612.5644
4_96_2013-05-31,45962.4289
4_96_2013-06-07,46839.6727
4_96_2013-06-14,45969.3151
4_96_2013-06-21,46891.99485
4_96_2013-06-28,45807.41025
4_96_2013-07-05,45503.60665
4_96_2013-07-12,45325.23685
4_96_2013-07-19,44488.2095
4_96_2013-07-26,43599.982
4_97_2012-11-02,40482.7524
4_97_2012-11-09,41838.89375
4_97_2012-11-16,39657.45995
4_97_2012-11-23,33685.83435
4_97_2012-11-30,38349.03725
4_97_2012-12-07,40411.33485
4_97_2012-12-14,38709.0572
4_97_2012-12-21,41222.08985
4_97_2012-12-28,33432.47445
4_97_2013-01-04,40534.0862
4_97_2013-01-11,40163.04755
4_97_2013-01-18,39951.77905
4_97_2013-01-25,38487.59875
4_97_2013-02-01,40801.1946
4_97_2013-02-08,41727.22425
4_97_2013-02-15,40608.7879
4_97_2013-02-22,39651.0345
4_97_2013-03-01,40226.4557
4_97_2013-03-08,41173.8122
4_97_2013-03-15,41462.52875
4_97_2013-03-22,41517.50665
4_97_2013-03-29,41101.7764
4_97_2013-04-05,41458.2679
4_97_2013-04-12,41459.7766
4_97_2013-04-19,40848.55745
4_97_2013-04-26,41230.51375
4_97_2013-05-03,42033.5391
4_97_2013-05-10,41973.25255
4_97_2013-05-17,41493.98465
4_97_2013-05-24,40177.8923
4_97_2013-05-31,39692.3007
4_97_2013-06-07,41528.7028
4_97_2013-06-14,41031.12745
4_97_2013-06-21,40880.0207
4_97_2013-06-28,41450.4821
4_97_2013-07-05,40560.17655
4_97_2013-07-12,41325.31605
4_97_2013-07-19,40111.08965
4_97_2013-07-26,40563.43605
4_98_2012-11-02,15466.84905
4_98_2012-11-09,15153.94205
4_98_2012-11-16,15868.9105
4_98_2012-11-23,27893.51605
4_98_2012-11-30,16314.13305
4_98_2012-12-07,16342.5305
4_98_2012-12-14,20553.15655
4_98_2012-12-21,21952.84895
4_98_2012-12-28,13985.331
4_98_2013-01-04,14247.59105
4_98_2013-01-11,13121.55295
4_98_2013-01-18,15368.7248
4_98_2013-01-25,14479.6815
4_98_2013-02-01,15134.1462
4_98_2013-02-08,18567.9999
4_98_2013-02-15,16927.6251
4_98_2013-02-22,14636.9017
4_98_2013-03-01,14644.42215
4_98_2013-03-08,14872.2
4_98_2013-03-15,15893.5573
4_98_2013-03-22,15435.1384
4_98_2013-03-29,16158.91955
4_98_2013-04-05,15952.61185
4_98_2013-04-12,16212.7149
4_98_2013-04-19,15804.699
4_98_2013-04-26,15876.3828
4_98_2013-05-03,15643.5793
4_98_2013-05-10,15498.07565
4_98_2013-05-17,14906.9062
4_98_2013-05-24,15179.33515
4_98_2013-05-31,14867.27095
4_98_2013-06-07,14721.2852
4_98_2013-06-14,14758.44885
4_98_2013-06-21,14866.5849
4_98_2013-06-28,14699.76115
4_98_2013-07-05,14373.9638
4_98_2013-07-12,14727.2836
4_98_2013-07-19,15113.5954
4_98_2013-07-26,14673.34535
4_99_2012-11-02,321.6711
4_99_2012-11-09,247.64905
4_99_2012-11-23,2555.6621
4_99_2012-11-30,2108.3053
4_99_2012-12-07,828.001
4_99_2012-12-14,4770.7616
4_99_2012-12-21,3491.6358
4_99_2012-12-28,584.13225
4_99_2013-01-04,849.2527
4_99_2013-01-11,701.07355
4_99_2013-02-01,324.6082
4_99_2013-02-08,727.00175
4_99_2013-02-15,872.1389
4_99_2013-03-29,568.0038
4_99_2013-04-05,382.2697
4_99_2013-04-12,302.47365
4_99_2013-04-19,265.45845
4_99_2013-04-26,428.9479
4_99_2013-05-03,276.88375
4_99_2013-05-10,205.0346
4_99_2013-05-17,195.05195
4_99_2013-05-24,480.8088
4_99_2013-05-31,297.4314
4_99_2013-06-07,315.62555
4_99_2013-06-14,395.83865
4_99_2013-07-05,378.8981
4_99_2013-07-19,111.9661
4_99_2013-07-26,241.9486
5_80_2012-11-23,0
5_80_2012-11-30,0
5_80_2012-12-07,0
5_80_2012-12-21,0
5_80_2012-12-28,0
5_80_2013-01-11,0
5_80_2013-02-22,0
5_80_2013-05-03,0
5_80_2013-05-10,0
5_80_2013-05-17,0
5_80_2013-05-24,0
5_80_2013-05-31,0
5_80_2013-06-14,0
5_99_2012-11-23,0
5_99_2012-12-21,0
5_99_2012-12-28,0
5_1_2012-11-02,10068.681
5_1_2012-11-09,9012.2422
5_1_2012-11-16,9276.08375
5_1_2012-11-23,10066.2584
5_1_2012-11-30,10664.57945
5_1_2012-12-07,11094.88505
5_1_2012-12-14,14128.32325
5_1_2012-12-21,15995.5327
5_1_2012-12-28,10418.71545
5_1_2013-01-04,9399.1175
5_1_2013-01-11,9184.51015
5_1_2013-01-18,10341.7842
5_1_2013-01-25,9703.21685
5_1_2013-02-01,9825.9883
5_1_2013-02-08,11520.5616
5_1_2013-02-15,14964.42185
5_1_2013-02-22,9510.4315
5_1_2013-03-01,11017.67125
5_1_2013-03-08,10789.8588
5_1_2013-03-15,10207.3065
5_1_2013-03-22,9955.33005
5_1_2013-03-29,10180.49485
5_1_2013-04-05,10199.67665
5_1_2013-04-12,10355.1727
5_1_2013-04-19,10100.9121
5_1_2013-04-26,10253.315
5_1_2013-05-03,10102.5791
5_1_2013-05-10,9909.39355
5_1_2013-05-17,10475.626
5_1_2013-05-24,9810.58895
5_1_2013-05-31,9769.12355
5_1_2013-06-07,9600.8823
5_1_2013-06-14,9617.79595
5_1_2013-06-21,9414.7347
5_1_2013-06-28,9426.72965
5_1_2013-07-05,9671.60385
5_1_2013-07-12,9184.64945
5_1_2013-07-19,9770.52375
5_1_2013-07-26,9786.32845
5_2_2012-11-02,12728.0549
5_2_2012-11-09,12305.4034
5_2_2012-11-16,11934.5674
5_2_2012-11-23,12473.229
5_2_2012-11-30,13107.91735
5_2_2012-12-07,12424.7715
5_2_2012-12-14,13199.90745
5_2_2012-12-21,15679.30975
5_2_2012-12-28,12650.1891
5_2_2013-01-04,12593.89
5_2_2013-01-11,12071.6131
5_2_2013-01-18,12678.3016
5_2_2013-01-25,11685.0485
5_2_2013-02-01,13025.93035
5_2_2013-02-08,13130.3727
5_2_2013-02-15,12751.33525
5_2_2013-02-22,13798.62105
5_2_2013-03-01,12613.9319
5_2_2013-03-08,13001.99605
5_2_2013-03-15,12728.63805
5_2_2013-03-22,12390.2265
5_2_2013-03-29,12598.9072
5_2_2013-04-05,12780.34985
5_2_2013-04-12,12608.24745
5_2_2013-04-19,12383.1698
5_2_2013-04-26,12301.9573
5_2_2013-05-03,12625.9145
5_2_2013-05-10,12423.60535
5_2_2013-05-17,12487.4859
5_2_2013-05-24,12541.5971
5_2_2013-05-31,12578.7171
5_2_2013-06-07,12793.71265
5_2_2013-06-14,12508.24895
5_2_2013-06-21,12683.22855
5_2_2013-06-28,12632.8172
5_2_2013-07-05,12530.03625
5_2_2013-07-12,12586.1272
5_2_2013-07-19,12590.6195
5_2_2013-07-26,12476.68735
5_3_2012-11-02,3478.7079
5_3_2012-11-09,3515.20525
5_3_2012-11-16,3711.74875
5_3_2012-11-23,3700.2411
5_3_2012-11-30,3646.25595
5_3_2012-12-07,3437.24395
5_3_2012-12-14,4096.22105
5_3_2012-12-21,4252.57905
5_3_2012-12-28,3273.3537
5_3_2013-01-04,4336.83
5_3_2013-01-11,4252.7153
5_3_2013-01-18,3758.03965
5_3_2013-01-25,3841.05115
5_3_2013-02-01,3982.87745
5_3_2013-02-08,4087.83055
5_3_2013-02-15,3579.6005
5_3_2013-02-22,3630.928
5_3_2013-03-01,3431.4178
5_3_2013-03-08,3746.08755
5_3_2013-03-15,3459.39285
5_3_2013-03-22,3205.95
5_3_2013-03-29,3440.00275
5_3_2013-04-05,3522.43655
5_3_2013-04-12,3419.4299
5_3_2013-04-19,3469.41225
5_3_2013-04-26,3592.6173
5_3_2013-05-03,3652.73735
5_3_2013-05-10,3565.66735
5_3_2013-05-17,3501.69645
5_3_2013-05-24,4074.6791
5_3_2013-05-31,4059.71485
5_3_2013-06-07,5195.0445
5_3_2013-06-14,4157.2977
5_3_2013-06-21,4116.26945
5_3_2013-06-28,5030.52345
5_3_2013-07-05,4763.2276
5_3_2013-07-12,4428.7302
5_3_2013-07-19,4386.0792
5_3_2013-07-26,5271.13855
5_4_2012-11-02,10045.83405
5_4_2012-11-09,9416.3905
5_4_2012-11-16,9685.221
5_4_2012-11-23,11107.55395
5_4_2012-11-30,10402.59825
5_4_2012-12-07,10187.24525
5_4_2012-12-14,10363.9576
5_4_2012-12-21,11404.24125
5_4_2012-12-28,11024.14775
5_4_2013-01-04,11140.92365
5_4_2013-01-11,10333.9045
5_4_2013-01-18,10204.85275
5_4_2013-01-25,9875.8866
5_4_2013-02-01,10257.7871
5_4_2013-02-08,10419.66455
5_4_2013-02-15,9877.54255
5_4_2013-02-22,9966.3897
5_4_2013-03-01,9911.5435
5_4_2013-03-08,10067.52855
5_4_2013-03-15,9975.5198
5_4_2013-03-22,10014.8641
5_4_2013-03-29,9984.83365
5_4_2013-04-05,10029.97695
5_4_2013-04-12,9819.45785
5_4_2013-04-19,9735.4717
5_4_2013-04-26,9733.14255
5_4_2013-05-03,9974.26625
5_4_2013-05-10,9815.4518
5_4_2013-05-17,10128.9456
5_4_2013-05-24,10053.22775
5_4_2013-05-31,9941.8224
5_4_2013-06-07,10250.9518
5_4_2013-06-14,9780.42725
5_4_2013-06-21,10246.04685
5_4_2013-06-28,9978.47275
5_4_2013-07-05,10032.2948
5_4_2013-07-12,9908.2794
5_4_2013-07-19,9937.5716
5_4_2013-07-26,9867.29155
5_5_2012-11-02,6678.1146
5_5_2012-11-09,7493.2311
5_5_2012-11-16,7808.653
5_5_2012-11-23,26223.86885
5_5_2012-11-30,7468.8439
5_5_2012-12-07,8894.1858
5_5_2012-12-14,7882.15045
5_5_2012-12-21,13297.7896
5_5_2012-12-28,8470.2443
5_5_2013-01-04,7098.9303
5_5_2013-01-11,5409.46955
5_5_2013-01-18,7356.63175
5_5_2013-01-25,6151.8403
5_5_2013-02-01,6574.9703
5_5_2013-02-08,6568.71955
5_5_2013-02-15,9895.32255
5_5_2013-02-22,6740.3554
5_5_2013-03-01,6363.80655
5_5_2013-03-08,6662.6131
5_5_2013-03-15,6275.6255
5_5_2013-03-22,6069.89275
5_5_2013-03-29,6432.40215
5_5_2013-04-05,6231.5425
5_5_2013-04-12,6190.76165
5_5_2013-04-19,5865.21265
5_5_2013-04-26,6295.2431
5_5_2013-05-03,6169.76075
5_5_2013-05-10,6070.49975
5_5_2013-05-17,6058.4037
5_5_2013-05-24,6022.4397
5_5_2013-05-31,5572.4323
5_5_2013-06-07,5385.5487
5_5_2013-06-14,5700.78905
5_5_2013-06-21,5510.97285
5_5_2013-06-28,5593.735
5_5_2013-07-05,5618.82415
5_5_2013-07-12,5793.5057
5_5_2013-07-19,5658.88875
5_5_2013-07-26,5616.4282
5_6_2012-11-02,707.84375
5_6_2012-11-09,588.1028
5_6_2012-11-16,168.6856
5_6_2012-11-23,7358.62205
5_6_2012-11-30,1054.0893
5_6_2012-12-07,722.52045
5_6_2012-12-14,1075.3747
5_6_2012-12-21,2711.5892
5_6_2012-12-28,2188.3301
5_6_2013-01-04,1221.0462
5_6_2013-01-11,472.9199
5_6_2013-01-18,676.62525
5_6_2013-01-25,687.838
5_6_2013-02-01,853.5714
5_6_2013-02-08,748.18795
5_6_2013-02-15,669.0555
5_6_2013-02-22,607.00255
5_6_2013-03-01,735.3549
5_6_2013-03-08,881.051
5_6_2013-03-15,772.8475
5_6_2013-03-22,725.05605
5_6_2013-03-29,752.54685
5_6_2013-04-05,940.178
5_6_2013-04-12,701.51785
5_6_2013-04-19,662.96995
5_6_2013-04-26,841.6991
5_6_2013-05-03,634.81865
5_6_2013-05-10,639.22385
5_6_2013-05-17,723.22505
5_6_2013-05-24,742.6922
5_6_2013-05-31,673.2223
5_6_2013-06-07,704.0383
5_6_2013-06-14,670.26185
5_6_2013-06-21,693.8425
5_6_2013-06-28,617.68875
5_6_2013-07-05,744.8054
5_6_2013-07-12,634.9841
5_6_2013-07-19,638.1047
5_6_2013-07-26,790.30955
5_7_2012-11-02,5901.78075
5_7_2012-11-09,6148.29815
5_7_2012-11-16,6222.1859
5_7_2012-11-23,24007.7636
5_7_2012-11-30,7820.98885
5_7_2012-12-07,10703.0543
5_7_2012-12-14,13733.25195
5_7_2012-12-21,19053.13825
5_7_2012-12-28,10601.9138
5_7_2013-01-04,7402.0737
5_7_2013-01-11,3859.01415
5_7_2013-01-18,7231.728
5_7_2013-01-25,5071.3796
5_7_2013-02-01,5633.60935
5_7_2013-02-08,5343.16925
5_7_2013-02-15,6077.0416
5_7_2013-02-22,4652.6505
5_7_2013-03-01,5662.9439
5_7_2013-03-08,5298.0152
5_7_2013-03-15,5275.831
5_7_2013-03-22,5724.72595
5_7_2013-03-29,5676.1066
5_7_2013-04-05,5974.68375
5_7_2013-04-12,5344.17695
5_7_2013-04-19,5872.422
5_7_2013-04-26,6223.74195
5_7_2013-05-03,5826.79165
5_7_2013-05-10,5642.02115
5_7_2013-05-17,6099.34445
5_7_2013-05-24,6273.43495
5_7_2013-05-31,5962.57115
5_7_2013-06-07,5857.45875
5_7_2013-06-14,6074.94035
5_7_2013-06-21,5984.2298
5_7_2013-06-28,5216.9078
5_7_2013-07-05,6236.845
5_7_2013-07-12,5629.21685
5_7_2013-07-19,5612.74505
5_7_2013-07-26,5500.70355
5_8_2012-11-02,14563.0399
5_8_2012-11-09,14284.66265
5_8_2012-11-16,13226.1851
5_8_2012-11-23,13237.4162
5_8_2012-11-30,14628.8313
5_8_2012-12-07,14703.74035
5_8_2012-12-14,15164.5146
5_8_2012-12-21,15387.86425
5_8_2012-12-28,13857.64435
5_8_2013-01-04,14488.4706
5_8_2013-01-11,13387.68525
5_8_2013-01-18,14520.00425
5_8_2013-01-25,12735.5531
5_8_2013-02-01,14233.23185
5_8_2013-02-08,14545.3503
5_8_2013-02-15,14495.9794
5_8_2013-02-22,14258.97425
5_8_2013-03-01,14338.8774
5_8_2013-03-08,14726.9992
5_8_2013-03-15,14740.8729
5_8_2013-03-22,14979.2674
5_8_2013-03-29,14706.2453
5_8_2013-04-05,14867.78495
5_8_2013-04-12,14540.99305
5_8_2013-04-19,14701.7635
5_8_2013-04-26,14529.52395
5_8_2013-05-03,14519.87235
5_8_2013-05-10,14459.58055
5_8_2013-05-17,14464.55165
5_8_2013-05-24,14373.12195
5_8_2013-05-31,14390.4378
5_8_2013-06-07,14251.0034
5_8_2013-06-14,14228.63225
5_8_2013-06-21,14346.5537
5_8_2013-06-28,14043.8309
5_8_2013-07-05,14174.06015
5_8_2013-07-12,14140.71315
5_8_2013-07-19,14364.75425
5_8_2013-07-26,14151.49705
5_9_2012-11-02,7613.73365
5_9_2012-11-09,8543.58505
5_9_2012-11-16,7203.7078
5_9_2012-11-23,13918.95185
5_9_2012-11-30,6574.1352
5_9_2012-12-07,7068.9647
5_9_2012-12-14,6588.68715
5_9_2012-12-21,8838.9934
5_9_2012-12-28,7030.1272
5_9_2013-01-04,5739.5742
5_9_2013-01-11,4385.6854
5_9_2013-01-18,6884.83415
5_9_2013-01-25,5992.49715
5_9_2013-02-01,6602.8399
5_9_2013-02-08,5761.4539
5_9_2013-02-15,6571.66615
5_9_2013-02-22,6742.16875
5_9_2013-03-01,7952.1971
5_9_2013-03-08,8237.2463
5_9_2013-03-15,8110.71565
5_9_2013-03-22,8055.74925
5_9_2013-03-29,7421.13345
5_9_2013-04-05,8328.75235
5_9_2013-04-12,8702.81835
5_9_2013-04-19,8457.55295
5_9_2013-04-26,7953.9658
5_9_2013-05-03,8555.79125
5_9_2013-05-10,8277.45495
5_9_2013-05-17,8370.38785
5_9_2013-05-24,8436.35035
5_9_2013-05-31,8273.6407
5_9_2013-06-07,8059.6041
5_9_2013-06-14,8064.7601
5_9_2013-06-21,8382.09215
5_9_2013-06-28,8102.33695
5_9_2013-07-05,7904.1936
5_9_2013-07-12,8256.28835
5_9_2013-07-19,8692.70355
5_9_2013-07-26,8709.8421
5_10_2012-11-02,9778.12615
5_10_2012-11-09,7588.69155
5_10_2012-11-16,9019.00665
5_10_2012-11-23,9625.55455
5_10_2012-11-30,9184.94375
5_10_2012-12-07,10168.85595
5_10_2012-12-14,9101.84985
5_10_2012-12-21,8781.1822
5_10_2012-12-28,9402.0575
5_10_2013-01-04,8959.04895
5_10_2013-01-11,8186.6016
5_10_2013-01-18,9590.5437
5_10_2013-01-25,7843.1379
5_10_2013-02-01,9524.32325
5_10_2013-02-08,9512.19835
5_10_2013-02-15,9633.42455
5_10_2013-02-22,9761.24355
5_10_2013-03-01,10037.12375
5_10_2013-03-08,10863.7336
5_10_2013-03-15,10343.07885
5_10_2013-03-22,10339.68195
